predictor_vars,mediator_vars,outcome_vars,a_est,a_stdest,a_pvalue,b_est,b_stdest,b_pvalue,indirect_est,indirect_stdest,indirect_pvalue,total_est,total_stdest,total_pvalue
ace,rs,pss,0.4663984610387113,0.20625331844737427,1.8761936445454985e-4,0.941850610460385,0.5274581880480899,0,0.4392776752470943,0.1087900016271577,4.046902499272864e-4,0.8388883378730274,0.20775620702981298,1.67506134170603e-4
ace,rs,negaff,0.44879667545480534,0.1995392558147228,3.149775275830269e-4,0.09310538636111478,0.4612340051000186,0,0.041785387865803485,0.09203429013410176,7.995353669987271e-4,0.08458052649392689,0.18629260400877376,7.948648556850291e-4
msss_us,rs,pss,-0.3408534206671085,-0.15197229954093922,0.012151257050779574,0.9355136159585573,0.5270313449698997,0,-0.3188730160801299,-0.08009416542522967,0.014913067260134305,-0.6625907817204317,-0.16642880709295443,0.005909462599505977
ace,rs,srh,0.46703105102772624,0.20665136940698442,1.864557409732015e-4,0.05222563545947147,0.17794785671568847,0.0014790225107250698,0.024390993419227847,0.03677316827333487,0.01546919821574333,0.11622262387790255,0.1752234536565226,0.0016397915834844845
msss_us,rs,negaff,-0.3414037272472421,-0.15225384472526354,0.011829325865784002,0.0916919154804499,0.46129687121692986,0,-0.031303961703464694,-0.07023422220251234,0.01588889706796759,-0.03774614695675339,-0.08468804356976595,0.16489257465908658
msss_comm,erq,posaff,0.6722759586687723,0.17674342717235053,0.0033440358536163117,0.024338882485189034,0.24871922926330325,2.528095763776328e-5,0.016362445555657048,0.043959488983661796,0.016055492309106745,0.07281094223603884,0.19561451264897162,0.0011167371749050137
msss_us,erqs,posaff,-0.7512321599046072,-0.2215795353394201,2.048699682837274e-4,-0.022604794685908012,-0.17613402806813858,0.004118825073128329,0.016981448736094862,0.03902769609679852,0.023196670397837238,0.05061114893609021,0.11631731605967627,0.05566743251713424
msss_comm,erq,pss,0.6717951412751805,0.17691162944850383,0.003372403621619835,-0.16621155242854385,-0.18538415603983907,0.002193838140226223,-0.11166011334530068,-0.03279661311894362,0.03419516157962654,-0.5118374183862049,-0.15033599096124972,0.013134843218951309
ace,rs,posaff,0.4487966850314436,0.1995392594497837,3.1497744473107936e-4,-0.02818233713458904,-0.1427287292542072,0.011846350620139168,-0.012648139482442113,-0.028479984937593187,0.0390990932275288,-0.05217861724579684,-0.11749129073786962,0.03633752217403452
msss_comm,erq,negaff,0.6722759614662378,0.17674342803504353,0.0033440356943277294,-0.017413481821292685,-0.17371832543932184,0.0042034822113412584,-0.011706665233884393,-0.03070357235065305,0.04046557764842684,-0.05130696986128348,-0.13456498753112375,0.026487251259187605
msss_us,rs,srh,-0.34085342795856294,-0.15197230045883392,0.012151256517654252,0.06210750453235685,0.20802737000146262,5.360607575788379e-4,-0.021169555821805814,-0.031614397977523294,0.04226411328914281,-0.0935106063697886,-0.13964778239933065,0.02144115208558728
twn,erq,posaff,0.09874253915427761,0.12414394649851082,0.02711108193319056,0.0246913922397373,0.2545883362277438,2.845812774321388e-6,0.0024380907650058867,0.03160560079180191,0.0456674082221058,0.012852369033133493,0.1666085818954954,0.002839402186068485
twn,erq,pss,0.09458858545695091,0.11811354525826613,0.03534598071892936,-0.16657868028100598,-0.18787420440847138,7.337459298111249e-4,-0.01575644173506604,-0.022190488345260728,0.07410947677070201,-0.07011730051678863,-0.09874927131905653,0.07915094287830082
msss_us,rs,posaff,-0.34140376927795296,-0.1522538630018938,0.011829315479344293,-0.027985574143046196,-0.1442222920318704,0.01780808430045777,0.009554380497843589,0.021958401092839516,0.08446003949358527,0.050611139693209,0.11631729607168584,0.055667475140725564
twn,erq,negaff,0.09874250492198176,0.1241439062059787,0.027111132500900803,-0.015477650239118106,-0.15450589988415123,0.006064004059261885,-0.0015283019549168317,-0.019180965943488407,0.08521167465086066,-0.0041944650710080454,-0.05264266751692743,0.3517780380690918
income_numeric,erqs,posaff,-0.18389511705122286,-0.11789387513915162,0.060496612793111915,-0.028166559326331147,-0.22066546654434102,3.8376435253706376e-4,0.005179692724245879,0.02601510696030118,0.09700568452762393,3.76559662203119e-4,0.0018912781917145988,0.9761437853283372
income_numeric,rs,negaff,-0.10696613621105455,-0.10364805774009195,0.09807230888389018,0.09604578500522784,0.5045664112687295,0,-0.010273646521366862,-0.052297328528892253,0.10347571208737283,0.004029505119754752,0.020511933383963704,0.7446624147524825
shanahan_binary,rs,negaff,-0.6256084711512205,-0.08714861089140598,0.1210994616692429,0.09902740937369545,0.48964087101287307,0,-0.061952386180343655,-0.04267152174442998,0.12562657419964296,0.07238519625195425,0.04985742545652118,0.3763853895783065
shanahan_binary,erqs,posaff,-1.053818127397347,-0.09662770729265616,0.08638008617085013,-0.022826815785989232,-0.1773369443376898,0.0012943960238225305,0.024055312266035373,0.017135662349636347,0.1302109094420818,0.24206204162316636,0.172431493178942,0.0019877143813942233
income_numeric,rs,pss,-0.097456156340778,-0.09375806468386531,0.133389453399531,0.9907058866475381,0.5562946695480976,0,-0.09655038777685157,-0.052157111610780016,0.13724946409874583,-0.10042827486064362,-0.054251969996132215,0.3865398656345298
income_numeric,rs,posaff,-0.10696613905957159,-0.10364805981230099,0.09807230209401596,-0.037331267601657135,-0.19083308409077848,0.002148821414888147,0.003993181561548937,0.019779478914006873,0.1453430408202956,-2.1059957080690576e-4,-0.0010431656326837027,0.9867878349571366
income_numeric,rs,srh,-0.10013586103018045,-0.09623113806029031,0.1241007523432145,0.07562551356571835,0.26436624799066255,1.4284949629850274e-5,-0.0075728259167528,-0.025440264908870393,0.14720785121283186,-0.0063287843386545875,-0.02126101298199676,0.735172107212624
shanahan_binary,rs,pss,-0.5777319832048291,-0.07982207176733867,0.15524809870322898,0.999187722176257,0.5570860197699902,0,-0.5772627043268047,-0.04446776025066121,0.15819418445711442,0.7338708337926255,0.056531613851790605,0.3149239556008929
ace,erqs,posaff,0.2969719491353455,0.08635714067544155,0.1263548619026047,-0.023280403435159656,-0.18090318043950335,0.001136506421379968,-0.006913626784796557,-0.015622281401848976,0.1664808781690854,-0.051770835369663704,-0.11698325404724344,0.03777525998666276
shanahan_binary,rs,srh,-0.590407527505865,-0.08153841690795915,0.14714453569225205,0.05981362555141991,0.20314823824455439,2.3204300654677823e-4,-0.035314414772975464,-0.01656438574410189,0.17737867708639277,-0.2039897638687841,-0.0956823200467297,0.08851007941710165
shanahan_binary,rs,posaff,-0.6256084679555186,-0.08714860951301082,0.12109946759755319,-0.029241662474218263,-0.14797902876751823,0.007211268218710876,0.01829383166096807,0.01289616659417504,0.17935811166840132,0.25809946947241624,0.18194623290899672,0.0010424061999476653
shanahan_binary,erqs,pss,-1.075055527166257,-0.09829740144499106,0.08054689117337777,0.1261862240584875,0.106656938419974,0.05854839892906205,-0.1356571976263167,-0.010484099892761875,0.19928482107888534,0.7346390645269687,0.056775677755352125,0.3143736563628199
income_numeric,erq,pss,-0.17318449149731915,-0.08574594911673183,0.17187417811638905,-0.18311853348786766,-0.20091396641939782,0.001161390361878567,0.03171329010583117,0.017227558741438453,0.20790542932322187,-0.0989214182610458,-0.053736920331871205,0.3929490395129114
twn,erq,srh,0.09420261479599466,0.11760301610506473,0.036456493006387536,-0.0128152219380439,-0.0876872112009827,0.11958818829483153,-0.0012072274157547296,-0.01031228051107738,0.2117631274158498,-0.014763645414297219,-0.1261128192513198,0.02473444868979202
income_numeric,erqs,pss,-0.1866657810617199,-0.11952340186038748,0.05599495029232471,0.12103722144091648,0.1026864527580454,0.10325648642205376,-0.022593507477809027,-0.012273434158617555,0.21503179930500926,-0.09892141733681638,-0.053736919942732206,0.39294904294972133
msss_comm,rs,pss,-0.14457222935421726,-0.07537537360626768,0.21763460875294394,0.9440524954956694,0.5318418107751022,0,-0.13648377390122107,-0.04008777518660725,0.2208709211948301,-0.5118374429831748,-0.15033599789853003,0.013134838905543456
msss_comm,rs,negaff,-0.14462850655277923,-0.07539805579046342,0.21663283347206774,0.09062784008004278,0.4559435662920362,0,-0.013107369162880696,-0.034377258448589805,0.22152061730653694,-0.05130697538089426,-0.13456500163887927,0.026487235140092658
income_numeric,erq,posaff,-0.15645250004953723,-0.07816153121939688,0.2151105306646377,0.02749001812308235,0.27636694431792025,5.848641970507273e-6,-0.004300882061763321,-0.021601263546314444,0.23181088662185179,3.765570235993304e-4,0.0018912649522060988,0.9761439522797424
msss_comm,rs,srh,-0.14457222540956655,-0.0753753709582064,0.21763462500762598,0.0637398055896669,0.21349472432165517,3.1453101316625265e-4,-0.009215005541271273,-0.01609224404336477,0.24343319800731544,-0.09240897890104736,-0.16137460076542168,0.007655570538798617
income_numeric,erq,negaff,-0.15645251984107061,-0.07816154140939074,0.21511047049366439,-0.016504536870945434,-0.1688012972375058,0.006925565106295384,0.002582176382269272,0.013193769583988185,0.2599116142238982,0.005476397134228956,0.027981946715789963,0.6580502109384443
msss_comm,rs,posaff,-0.14462849443397863,-0.07539804930155301,0.21663287324595126,-0.02807094082416068,-0.14466222562330017,0.015101477439687816,0.004059857908743666,0.010907249619617972,0.2707488990381097,0.07281094395968762,0.19561451623662499,0.0011167369302182983
msss_comm,erq,srh,0.6717951466858414,0.17691163100537508,0.0033724033324538105,-0.010574786204400536,-0.07012503354997608,0.25286668132782464,-0.00710409004935667,-0.012405934059632915,0.28676052988081713,-0.09240897680740862,-0.16137459756646472,0.0076555717751924934
ace,erqs,pss,0.287346705820812,0.08356278304401882,0.13855502122926056,0.09282856023176994,0.07877064270524999,0.15572504710755597,0.026673980988687927,0.006582294126616728,0.30541470086712486,0.8096933929776654,0.19980669804096682,3.1587376447062e-4
ace,erq,pss,-0.2708344766719585,-0.05894601728613288,0.296944648325171,-0.16301419753114949,-0.18482655095150405,7.074798936823612e-4,0.04414986487844814,0.010894789067323676,0.3188587897295343,0.8096933883087805,0.19980669701068493,3.15873787982035e-4
income_numeric,erq,srh,-0.1767813013894699,-0.08739656918746692,0.164546938335965,-0.011802375617552126,-0.08023280113635743,0.20384770168514965,0.0020864393211582136,0.007012071555617937,0.34832980739001096,-0.006846992652493273,-0.02301126226542794,0.715362594740343
income_numeric,erqs,srh,-0.18279494146404263,-0.11697291871073495,0.06204003426488969,0.012905725360275273,0.06778004498458953,0.28499084497161586,-0.0023591013117825288,-0.00792842969219235,0.3535706787550874,-0.006846992566745577,-0.02301126233844858,0.7153625938759898
ace,erq,posaff,-0.23255057141165983,-0.05088249433707188,0.3689262825582542,0.025705888207872098,0.26547287638210587,1.0331075839253856e-6,-0.005977918991384904,-0.013507922129158684,0.37687698596597263,-0.05177083929342474,-0.1169832623601277,0.037775246181751765
ace,erq,srh,-0.27019882667300277,-0.058817746745230395,0.2987762979482289,-0.01303951816701014,-0.0895831843456941,0.10733844698038908,0.003523262509107444,0.005269081049476323,0.38262156645481915,0.12110333349419532,0.18111147775484035,0.0011636502465266485
ace,erq,negaff,-0.23255057277196622,-0.050882494623427164,0.36892627985668525,-0.01493265997592614,-0.1494719206627689,0.006888399128308409,0.003472598630410639,0.00760550419947667,0.39388601515798993,0.07721023244708321,0.1691018195930756,0.0024804378553631157
msss_comm,erqs,posaff,-0.14985861955570706,-0.05167059373423794,0.3978686775784157,-0.023568433636539866,-0.18364259098698077,0.00186676567851074,0.003531932929862157,0.00948892171119111,0.41459258101415974,0.0728109411604182,0.1956145074409198,0.0011167375301071036
msss_us,erqs,pss,-0.7495303409761922,-0.22107547721859047,2.1806732627083214e-4,0.05345380309818685,0.04552084945858583,0.46231586835039096,-0.04006524726265823,-0.010063543517452478,0.47095335828785245,-0.6625908250292133,-0.1664288144344232,0.005909460345346673
msss_comm,erqs,pss,-0.1496980436646623,-0.05163156586406984,0.3991109910063153,0.08515883622185814,0.07252061502079046,0.2309188142893066,-0.012748111183171547,-0.0037443529109487954,0.4904867633248078,-0.5118374420492566,-0.15033599790058638,0.013134838904264923
twn,rs,negaff,-0.01484572184878536,-0.03758649809138558,0.5050881065390906,0.09708816880599765,0.4800522990668411,0,-0.0014413439489017606,-0.018043484822641086,0.5060884247085793,-0.004682003275388537,-0.05861172491368116,0.2981582839184329
msss_us,erq,posaff,0.17896938192930592,0.04025021380112833,0.5103920726651121,0.02654670247768799,0.27128095917079936,3.5622638876464663e-6,0.004751046934692993,0.010919116606799839,0.5146013047556668,0.050611138566687225,0.11631729410567747,0.055667479333161296
twn,rs,posaff,-0.014845720354145827,-0.03758649453591596,0.505088146881296,-0.030930393817978796,-0.15652494530622435,0.004386126726119599,4.5918397706531407e-4,0.005883224001486946,0.5163498513579117,0.013305804488188662,0.17047857119123655,0.0021711275381284256
msss_us,erq,negaff,0.17896935664816746,0.04025020782040097,0.5103921356047219,-0.018942565468375503,-0.1889725909724789,0.0016126975105081875,-0.0033901387551409567,-0.007606186059001904,0.519354039869766,-0.037746150552104535,-0.08468805109378691,0.16489253685779914
twn,rs,srh,-0.014539124012017087,-0.036567509723782025,0.5167187756742044,0.06044219514442991,0.20528308272146364,1.8030282037173606e-4,-8.787765707634035e-4,-0.007506691123545072,0.522883773265802,-0.01469691992871464,-0.12554412810129204,0.02493622141207319
twn,rs,pss,-0.014113921385488238,-0.03549231868629787,0.5284830797456073,0.9794124611041356,0.5460605403979535,0,-0.013823350479991326,-0.019380954721816196,0.5290857995033726,-0.07337730558070495,-0.10287825944418981,0.0664097326630606
msss_us,erq,pss,0.17250480183242697,0.038848377589206444,0.5260308867495311,-0.17932891610833102,-0.20001461520847752,7.358685827367761e-4,-0.030935099136091562,-0.0077702432949787684,0.5331667461041243,-0.6625908209323299,-0.16642881475874238,0.005909460245766329
msss_comm,erqs,srh,-0.1496980098971543,-0.051631554157532136,0.39911109819673074,0.010177594718446056,0.05153081274798798,0.3944213291082761,-0.0015235656748911629,-0.0026606159491793886,0.5490441714268974,-0.09240897623443772,-0.16137459649335276,0.007655572189949389
msss_us,erq,srh,0.17250484509390848,0.03884838730514481,0.5260307831053797,-0.013751643431270152,-0.09119186315686957,0.1317404195030245,-0.002372225119897922,-0.0035426568189958346,0.5589069499629813,-0.09351060486700451,-0.13964778435310288,0.021441150226709338
shanahan_binary,erqs,srh,-1.0547358583106656,-0.09643544940058889,0.08701358415481164,0.00620448772508485,0.031790061610400544,0.5742992806310876,-0.006544095686095358,-0.003065688877871385,0.5935384039311802,-0.20281396911949245,-0.09501152783075588,0.09182185310722213
msss_us,erqs,srh,-0.7495304650843835,-0.22107550976717694,2.1806683485281475e-4,0.005991390340702238,0.030335380908838607,0.6259000254340219,-0.004490729588568631,-0.006706409798402983,0.6288671744652501,-0.09351060323708528,-0.13964778182149457,0.021441152635357952
ace,erqs,srh,0.2862537979843841,0.08332795434513397,0.14031124009682605,0.0040481304003911,0.020797201627683726,0.7101046763253387,0.001158792701847998,0.0017329882677381754,0.7185177462088725,0.12110333186161215,0.18111147314397388,0.0011636505960987975
msss_us,erqs,negaff,-0.7512320734707141,-0.2215795160140725,2.048702440575756e-4,-0.0023794344517413385,-0.01809954797668335,0.7722120718787433,0.0017875074768692976,0.004010489080746982,0.7728823061963079,-0.03774614637577282,-0.08468804177840261,0.16489258365904136
twn,erqs,posaff,-0.00758289076790355,-0.01265304601127648,0.8231345184513525,-0.02449094217752379,-0.19026521220380818,5.13933322113358e-4,1.857121393352048e-4,0.002407434484360068,0.8234935666564771,0.012852368526266708,0.16660857662078013,0.0028394030881164767
ace,erqs,negaff,0.29697198283005544,0.08635715137784887,0.12635481455866304,-0.001551193739438391,-0.011683060666456054,0.8350125878615853,-4.606610805545873e-4,-0.0010089158385297374,0.836501596722917,0.07721023423554038,0.16910182237024657,0.002480437435752325
shanahan_binary,erqs,negaff,-1.0538184838365123,-0.09662773874105893,0.08637998284964521,0.0015107002972765736,0.011362642292165383,0.8415182118874363,-0.0015920038968073673,-0.0010979464308154636,0.8425707302626388,0.06047486785123364,0.041707288182180245,0.46091611741444805
income_numeric,erqs,negaff,-0.1838951178439907,-0.11789387631734634,0.060496610186481226,0.0013937938261913366,0.01110862980762495,0.8614749584108099,-2.5631187991768256e-4,-0.0013096394285953227,0.8620636462432789,0.005476400248040055,0.027981963590239616,0.6580500176923934
twn,erqs,pss,-0.005578220255857576,-0.009294525028386291,0.8693815989247471,0.11728846727731351,0.09913624848039256,0.0765193899418628,-6.542609039447987e-4,-9.21424342721331e-4,0.8699359208162942,-0.07011731831958067,-0.09874929642969014,0.07915086584983744
twn,erqs,srh,-0.004784132401842582,-0.007975967506723611,0.8879582982948377,0.007739206687941728,0.03965353322833494,0.4798147647687243,-3.7025389480338835e-5,-3.162752925559845e-4,0.8901073104839308,-0.014763645342200721,-0.12611281921225584,0.024734448735112213
shanahan_binary,erq,posaff,0.10305847448747445,0.007120011107779634,0.899915842951917,0.02619910688915246,0.27013410583801384,4.727343598798228e-7,0.0027000399889303348,0.0019233578341567778,0.899946861818689,0.24206206052924556,0.17243150559984877,0.0019877128442240544
shanahan_binary,erq,negaff,0.10305850109435018,0.00712001316114258,0.8999158142387313,-0.015924338428535495,-0.15896497612267232,0.004420097067483697,-0.0016411384493640279,-0.0011318327221541428,0.9000128483564145,0.060474856442759795,0.041707280343114564,0.4609162018177855
twn,erqs,negaff,-0.007582886410561505,-0.012653038693023363,0.8231346190704971,8.723682502646668e-4,0.006561465844354533,0.9076107475605903,-6.615069349937261e-6,-8.302248121156912e-5,0.9179653928592222,-0.004194466378036129,-0.05264268409617893,0.3517778859736369
msss_comm,erqs,negaff,-0.1498586637989818,-0.051670610561177034,0.39786852350257496,-7.116508975038756e-4,-0.005413286121003092,0.9289644496356337,1.0664705259127694e-4,2.797077990145754e-4,0.92935507719724475,-0.05130696475102372,-0.13456497705217468,0.026487263232123803
shanahan_binary,erq,pss,0.02658365215870245,0.0018216092117168865,0.9742905377958031,-0.17468861807699151,-0.19702091926472673,3.6900382636662066e-4,-0.004643861459043163,-3.588951214335552e-4,0.97429159005252,0.7346392158346927,0.05677568827196857,0.3143735664352971
shanahan_binary,erq,srh,0.013383588703384472,9.163067651246546e-4,0.9870866336292203,-0.014792809163962731,-0.10121870708628146,0.07101843888478054,-1.9798087361813391e-4,-9.274738606033051e-5,0.9870871524946243,-0.2028140059328632,-0.09501154613035558,0.0918217899819338
